latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,index_right,osm_id,nearest_industry_name,nearest_industry_type,nearest_landuse,nearest_man_made,nearest_power,nearest_industry_distance_m,industries_within_500m,industries_within_1km,industries_within_2km,nearest_industry_distance_km,NDVI,NDBI,NDWI
22.99735,72.49593,305.92,0.48,0.4,2026-04-10,2037,N20,VIIRS,n,2,293.34,1.27,N,0,24,6068260985,Rekson Rediator,,,works,,1111.95,0,0,2,1.112,0.5455271565495208,-0.0041515308770108976,-0.5114235500878734
23.18023,72.4329,342.72,0.57,0.52,2026-04-11,750,N20,VIIRS,n,2,311.81,5.7,D,0,448,13478804,,,,,generator,845.4,0,2,3,0.845,0.43639828489757027,-0.0001658649859014762,-0.4801178203240059
23.14765,72.59921,344.51,0.56,0.51,2026-04-13,853,N20,VIIRS,l,2,316.7,12.75,D,0,417,1328752901,,,industrial,,,2473.92,0,0,0,2.474,0.22432659932659932,0.11553663727576771,-0.3770414201183432
23.1508,72.59597,343.41,0.56,0.51,2026-04-13,853,N20,VIIRS,l,2,316.88,10.48,D,0,417,1328752901,,,industrial,,,2831.25,0,0,0,2.831,0.40161725067385445,-0.00042753313381787086,-0.46158650843222987
22.81889,72.38586,350.82,0.44,0.38,2026-04-14,834,N20,VIIRS,n,2,324.0,13.4,D,0,230,871656250,,,industrial,,,1179.34,0,0,3,1.179,0.24335548172757476,0.1570945945945946,-0.33007552199022655
22.81947,72.39011,347.22,0.44,0.38,2026-04-14,834,N20,VIIRS,l,2,320.52,17.01,D,0,230,871656250,,,industrial,,,1502.4,0,0,3,1.502,0.3676688023656974,0.02081863091037403,-0.4411841080238899
23.08708,72.40451,306.08,0.42,0.38,2026-04-14,2102,N20,VIIRS,n,2,295.79,0.58,N,0,433,1392931398,,,industrial,,,4265.5,0,0,0,4.266,0.2190959409594096,0.17676374396511446,-0.35088167646307183
23.14291,72.34533,345.71,0.46,0.47,2026-04-16,756,N20,VIIRS,n,2,313.7,6.1,D,0,430,1378877884,,,industrial,,,4566.1,0,0,0,4.566,0.19715142428785606,0.29163894433355514,-0.3690527218174025
23.09766,72.35985,332.13,0.46,0.63,2026-04-17,738,N20,VIIRS,l,2,304.33,3.87,D,0,314,920036345,,,industrial,,,5517.76,0,0,0,5.518,0.2501936483346243,0.22066634476098504,-0.3974025974025974
23.09801,72.35852,334.06,0.46,0.63,2026-04-17,738,N20,VIIRS,n,2,306.28,3.02,D,0,314,920036345,,,industrial,,,5576.12,0,0,0,5.576,0.14705882352941177,0.04818523153942428,-0.205229793977813
22.78016,72.34639,344.44,0.33,0.56,2026-04-18,859,N20,VIIRS,n,2,312.61,3.28,D,0,327,920069479,,,industrial,,,883.66,0,1,6,0.884,0.1714129244249726,0.19465361445783133,-0.29205678042887345
22.85525,72.52629,347.69,0.34,0.56,2026-04-18,859,N20,VIIRS,l,2,319.39,7.47,D,0,200,663471281,,,industrial,,,5116.65,0,0,0,5.117,0.21982414068745004,0.08238123872519543,-0.3498452012383901
22.85662,72.52569,349.34,0.34,0.56,2026-04-18,859,N20,VIIRS,n,2,320.8,8.63,D,0,200,663471281,,,industrial,,,5093.38,0,0,0,5.093,0.1492094861660079,0.1775106082036775,-0.2745205479452055
22.97871,72.56477,305.85,0.32,0.55,2026-04-18,2127,N20,VIIRS,n,2,295.17,1.14,N,2,226,730859587,,,industrial,,,397.67,1,3,7,0.398,0.08865248226950355,0.10573842120594232,-0.20486656200941916
22.7823,72.3466,342.18,0.39,0.36,2026-04-20,821,N20,VIIRS,l,2,313.57,27.49,D,0,327,920069479,,,industrial,,,1110.4,0,0,5,1.11,0.41433224755700326,0.12846246487354476,-0.4673876309564042
22.97903,72.56763,312.07,0.39,0.36,2026-04-20,2049,N20,VIIRS,n,2,297.3,1.32,N,2,226,730859587,,,industrial,,,149.8,1,2,7,0.15,0.12305025996533796,0.12685274302213667,-0.24581159022246635
22.95614,72.57651,344.55,0.55,0.43,2026-04-21,803,N20,VIIRS,l,2,316.62,12.87,D,0,74,321136518,,,industrial,,,990.91,0,1,7,0.991,0.22615945805106827,0.1374633431085044,-0.3426533523537803
22.95196,72.56094,310.32,0.39,0.44,2026-04-21,2031,N20,VIIRS,n,2,296.13,2.46,N,0,76,321136520,Piplaj,,industrial,,,752.9,0,2,4,0.753,0.20986483281953996,0.23850746268656717,-0.21969878077934496
22.99586,72.54735,322.87,0.39,0.44,2026-04-21,2031,N20,VIIRS,n,2,297.72,2.55,N,0,376,1304610116,,,industrial,,,1016.9,0,0,1,1.017,0.41976328103495736,0.006739842095128057,-0.4574738626730715
22.92417,72.51684,340.06,0.36,0.57,2026-04-22,744,N20,VIIRS,n,2,312.98,3.5,D,0,75,321136519,,,industrial,,,4061.98,0,0,0,4.062,0.23321708805579774,0.041666666666666664,-0.310632383599722
22.92444,72.51591,343.38,0.36,0.57,2026-04-22,744,N20,VIIRS,n,2,312.95,3.64,D,0,75,321136519,,,industrial,,,4139.34,0,0,0,4.139,0.5329525483304042,-0.12730210016155089,-0.5434638354346384
22.92534,72.27306,338.22,0.37,0.58,2026-04-22,744,N20,VIIRS,l,2,311.25,2.51,D,0,411,1319229897,,,industrial,,,4588.11,0,0,0,4.588,0.1371061843640607,0.22102318145483613,-0.24417491222470475
22.97361,72.55895,340.84,0.44,0.62,2026-04-23,905,N20,VIIRS,l,2,313.57,5.44,D,0,44,137989387,,,industrial,,,77.59,1,3,8,0.078,0.16609485368314833,0.06170834686586554,-0.2865731462925852
23.07861,72.32619,339.18,0.42,0.61,2026-04-23,905,N20,VIIRS,l,2,311.35,6.86,D,0,266,908926064,,,,,generator,2474.71,0,0,0,2.475,0.46367924528301885,0.03061543267728835,-0.5278188084687346
23.08136,72.32452,348.93,0.42,0.61,2026-04-23,905,N20,VIIRS,n,2,312.13,6.46,D,0,266,908926064,,,,,generator,2250.69,0,0,0,2.251,0.31489448883425525,0.08484243547697135,-0.4262222222222222
22.97618,72.56326,309.33,0.4,0.6,2026-04-23,2133,N20,VIIRS,n,2,297.01,1.59,N,2,44,137989387,,,industrial,,,525.2,0,2,7,0.525,0.17073170731707318,0.15323076923076923,-0.30015748031496065
22.83231,72.52499,344.9,0.43,0.46,2026-04-24,846,N20,VIIRS,l,2,319.33,8.25,D,0,49,197365170,,,industrial,,,6553.58,0,0,0,6.554,0.24547540147846036,0.19372937293729373,-0.38061599321842327
22.83278,72.52921,345.98,0.43,0.46,2026-04-24,846,N20,VIIRS,l,2,320.68,8.25,D,0,49,197365170,,,industrial,,,6134.9,0,0,0,6.135,0.14772158237356034,0.16881233000906617,-0.2733333333333333
23.01619,72.63089,343.51,0.44,0.46,2026-04-24,846,N20,VIIRS,l,2,316.94,7.86,D,0,96,326856794,,,industrial,,,296.99,2,3,10,0.297,0.11203549639489739,0.13558956671696487,-0.19701492537313434
23.07626,72.48165,344.1,0.43,0.46,2026-04-24,847,N20,VIIRS,l,2,318.96,6.27,D,0,396,1306312165,,,industrial,,,1514.18,0,0,1,1.514,0.2260832260832261,0.10951861660694812,-0.34115438761145
22.97655,72.56552,312.71,0.41,0.45,2026-04-24,2115,N20,VIIRS,n,2,298.03,1.76,N,2,226,730859587,,,industrial,,,351.32,1,2,7,0.351,0.1594014313597918,0.1500119246362986,-0.27650429799426934
22.9806,72.56644,318.14,0.41,0.45,2026-04-24,2115,N20,VIIRS,n,2,297.65,1.76,N,2,226,730859587,,,industrial,,,361.96,1,3,8,0.362,0.15701042873696408,0.17734294541709578,-0.30140110785272073
22.83576,72.56556,349.39,0.4,0.37,2026-04-25,828,N20,VIIRS,l,2,322.41,13.7,D,0,49,197365170,,,industrial,,,2703.22,0,0,0,2.703,0.1214356929212363,0.16047171219585013,-0.2525612472160356
22.96237,72.54801,347.21,0.4,0.37,2026-04-25,828,N20,VIIRS,l,2,321.77,21.37,D,0,19,4483635589,"Chiripal industries ,pirana",,,works,,1059.3,0,0,5,1.059,0.09298118668596238,0.07628802935330989,-0.2127659574468085
23.01382,72.33582,313.33,0.49,0.41,2026-04-26,2037,N20,VIIRS,n,2,299.05,2.05,N,0,47,196518647,,,industrial,,,494.09,1,1,2,0.494,0.5768339768339769,-0.12486228424531766,-0.5615600305888351
22.93092,72.26733,340.59,0.59,0.53,2026-04-27,750,N20,VIIRS,l,2,312.15,3.38,D,0,411,1319229897,,,industrial,,,3807.55,0,0,0,3.808,0.22567038264537512,0.17216117216117216,-0.3055198973042362
22.95882,72.54778,345.27,0.57,0.52,2026-04-27,750,N20,VIIRS,n,2,316.52,11.94,D,0,76,321136520,Piplaj,,industrial,,,1043.21,0,0,5,1.043,0.1389424106187112,0.11451398135818908,-0.25176470588235295
22.96,72.54593,341.37,0.57,0.52,2026-04-27,750,N20,VIIRS,l,2,315.54,12.1,D,0,76,321136520,Piplaj,,industrial,,,1247.26,0,0,4,1.247,0.13716012084592144,0.22837228372283722,-0.2559225892559226
23.01009,72.39418,335.66,0.58,0.7,2026-04-28,731,N20,VIIRS,l,2,308.97,4.84,D,0,416,1319844105,,,industrial,container_terminal,,1941.44,0,0,1,1.941,0.1826972010178117,0.13878080415045396,-0.3249714937286203
22.98177,72.56716,306.99,0.51,0.66,2026-04-28,2140,N20,VIIRS,n,2,295.07,2.39,N,2,226,730859587,,,industrial,,,442.54,1,3,9,0.443,0.1396309556595979,0.18075628588398338,-0.2635114503816794
23.01806,72.67479,348.11,0.55,0.51,2026-04-29,853,N20,VIIRS,n,2,312.04,9.26,D,0,53,244328441,,,industrial,,,622.45,0,1,6,0.622,0.05315904139433551,0.0718125960061444,-0.13208430913348945
23.0193,72.672,343.64,0.56,0.51,2026-04-29,853,N20,VIIRS,n,2,311.06,5.51,D,0,53,244328441,,,industrial,,,802.52,0,1,7,0.803,0.031914893617021274,0.04383031156486534,-0.09383809907370116
23.0284,72.26031,344.12,0.52,0.5,2026-04-29,853,N20,VIIRS,n,2,310.01,11.9,D,0,313,920036344,,,industrial,,,884.33,0,1,14,0.884,0.1444947209653092,0.2269763651181744,-0.24434240734667104
23.14301,72.55698,340.36,0.55,0.51,2026-04-29,853,N20,VIIRS,l,2,311.42,4.35,D,0,43,116801086,ICD Khodiyar depot,,industrial,,,2590.24,0,0,0,2.59,0.01192504258943782,0.08755760368663594,0.23699421965317918
22.9789,72.56432,311.47,0.32,0.54,2026-05-04,2127,N20,VIIRS,n,2,295.65,1.57,N,2,226,730859587,,,industrial,,,447.25,1,3,7,0.447,0.1367682762341516,0.14730878186968838,-0.27157513578756787
22.86737,72.53522,343.73,0.52,0.42,2026-05-05,840,N20,VIIRS,n,2,307.64,10.24,D,0,200,663471281,,,industrial,,,3699.31,0,0,0,3.699,0.1560369033293221,0.1342745569240012,-0.26848591549295775
23.02414,72.26765,345.41,0.38,0.43,2026-05-07,803,N20,VIIRS,n,2,312.14,7.03,D,0,298,920036329,,,,works,,670.05,0,9,25,0.67,0.231791221826809,0.00631578947368421,-0.28993788819875776
22.9559,72.34708,308.8,0.4,0.44,2026-05-07,2031,N20,VIIRS,n,2,296.17,1.04,N,0,202,663551859,,,industrial,,,6173.06,0,0,0,6.173,0.5189122373300371,-0.08417151932239281,-0.5352323838080959
22.77398,72.62425,351.39,0.44,0.62,2026-05-09,905,N20,VIIRS,n,2,308.06,5.29,D,0,181,661498578,,,industrial,,,1773.59,0,0,4,1.774,0.3011187812425613,0.060501890684083875,-0.32348668280871673
22.77813,72.62357,351.73,0.43,0.62,2026-05-09,905,N20,VIIRS,n,2,312.46,6.35,D,0,181,661498578,,,industrial,,,1479.22,0,0,5,1.479,0.2528416266734024,0.11649447809048806,-0.33118625872249063
22.80109,72.33934,341.48,0.42,0.61,2026-05-09,905,N20,VIIRS,n,2,313.0,2.34,D,0,329,920069481,,,industrial,,,846.06,0,1,2,0.846,0.17267733460711726,0.20110641067360885,-0.2938076416337286
22.97745,72.56644,309.65,0.4,0.6,2026-05-09,2133,N20,VIIRS,n,2,297.31,0.54,N,2,226,730859587,,,industrial,,,226.56,1,2,7,0.227,0.047244094488188976,0.10828025477707007,-0.1280746395250212
22.88142,72.34779,347.21,0.42,0.45,2026-05-10,846,N20,VIIRS,l,2,319.54,13.99,D,0,242,871663114,,,industrial,,,894.71,0,1,1,0.895,0.20082601961796592,0.12226415094339622,-0.33091741369444977
23.235,72.31001,346.16,0.42,0.45,2026-05-10,847,N20,VIIRS,l,2,316.38,5.15,D,0,350,973430690,Shiyapura Hydro Power Plant No.1,,industrial,,plant,3099.52,0,0,0,3.1,0.07742377526550188,0.07567964731814843,-0.1442605057303984
22.97958,72.56837,312.38,0.39,0.36,2026-05-11,2056,N20,VIIRS,n,2,300.23,0.62,N,0,226,730859587,,,industrial,,,176.84,1,3,8,0.177,0.15057283142389524,0.2052006783493499,-0.26895306859205775
23.08735,72.64814,342.11,0.57,0.52,2026-05-13,750,N20,VIIRS,n,2,308.63,4.78,D,0,68,321003786,,,industrial,,,1666.12,0,0,1,1.666,0.1314878892733564,0.15503875968992248,-0.18855065879145844
23.24856,72.34502,345.27,0.59,0.53,2026-05-13,750,N20,VIIRS,n,2,309.35,7.52,D,0,350,973430690,Shiyapura Hydro Power Plant No.1,,industrial,,plant,844.63,0,1,1,0.845,0.3239000663276586,0.004819677580189463,-0.3768682455736951
23.00257,72.43394,333.68,0.58,0.7,2026-05-14,731,N20,VIIRS,l,2,306.04,2.1,D,0,416,1319844105,,,industrial,container_terminal,,5608.17,0,0,0,5.608,0.31639135959339265,0.089764240738029,-0.42601514108740535
22.97653,72.56532,308.48,0.5,0.66,2026-05-14,2140,N20,VIIRS,n,2,295.55,0.78,N,2,226,730859587,,,industrial,,,370.66,1,2,7,0.371,0.16394716394716394,0.1246591351772497,-0.28767908309455587
23.02881,72.27522,315.29,0.48,0.65,2026-05-14,2140,N20,VIIRS,n,2,295.83,1.14,N,0,299,920036330,,,,works,,134.84,6,17,22,0.135,0.08173178458289335,0.04082397003745318,-0.14304842669047088
23.03378,72.27535,312.79,0.48,0.65,2026-05-14,2140,N20,VIIRS,n,2,295.73,0.83,N,0,211,663776377,,,industrial,,,404.42,2,11,21,0.404,0.16179896075972047,0.15550924719979162,-0.3048903199839002
22.91651,72.39276,343.67,0.53,0.5,2026-05-15,853,N20,VIIRS,l,2,315.0,7.92,D,0,135,651103919,,,industrial,,,3092.76,0,0,0,3.093,0.19815100154083204,0.09801647140702935,-0.36205990541250654
22.99721,72.47493,342.87,0.44,0.38,2026-05-16,834,N20,VIIRS,l,2,317.51,9.16,D,0,112,499625699,,,industrial,,,2446.67,0,0,0,2.447,0.2921262837580829,0.06906001644286106,-0.39107289107289106
22.89622,72.43168,311.26,0.42,0.38,2026-05-17,2043,N20,VIIRS,n,2,298.74,1.24,N,0,146,651103944,,,industrial,,,574.52,0,1,7,0.575,0.19231599395639973,0.13035264483627204,-0.29671361502347415
23.02804,72.26569,319.84,0.43,0.38,2026-05-17,2043,N20,VIIRS,n,2,298.52,1.51,N,0,313,920036344,,,industrial,,,426.59,1,4,24,0.427,0.17959527824620575,0.13535228677379482,-0.29867718728243214
23.10855,72.38129,337.78,0.47,0.48,2026-05-18,756,N20,VIIRS,n,2,281.28,2.98,D,0,433,1392931398,,,industrial,,,4323.79,0,0,0,4.324,0.2255607278882776,0.2148569879354751,-0.36058256988489545
22.77143,72.3934,348.66,0.47,0.64,2026-05-19,738,N20,VIIRS,n,2,316.61,13.22,D,0,231,871656251,,,industrial,,,4136.45,0,0,0,4.136,0.13764861294583883,0.22344454463480612,-0.26684318917328625
22.90704,72.42893,367.0,0.47,0.64,2026-05-19,738,N20,VIIRS,h,2,311.37,8.89,D,0,124,651103890,,,industrial,,,521.2,0,5,9,0.521,0.06892382103990327,0.1746031746031746,-0.13478818998716302
22.90734,72.42881,367.0,0.46,0.64,2026-05-19,738,N20,VIIRS,h,2,311.57,11.29,D,0,124,651103890,,,industrial,,,488.08,1,5,9,0.488,0.05574912891986063,0.061047412457390766,-0.12035496394897394
23.07731,72.45467,337.22,0.46,0.63,2026-05-19,738,N20,VIIRS,l,2,309.51,2.62,D,0,285,920032697,,,industrial,,,2964.09,0,0,0,2.964,0.37290552584670233,-0.13131609870740305,-0.38475368572455954
23.12602,72.52242,307.09,0.62,0.71,2026-05-19,2146,N20,VIIRS,n,2,296.65,0.88,N,0,367,1107167576,,,industrial,,,3922.1,0,0,0,3.922,0.30781010719754975,0.07874865156418555,-0.40957321386465456
23.07141,72.39342,334.64,0.33,0.56,2026-05-20,859,N20,VIIRS,l,2,306.02,1.3,D,0,314,920036345,,,industrial,,,3717.0,0,0,0,3.717,0.3058040835053911,0.10825630581231396,-0.3758762388204013
22.98005,72.5644,306.34,0.64,0.54,2026-05-20,2127,N20,VIIRS,n,2,295.51,2.5,N,2,226,730859587,,,industrial,,,484.5,1,4,8,0.484,0.11952191235059761,0.12445906179678033,-0.23667481662591688
22.77568,72.33967,338.88,0.51,0.41,2026-05-21,840,N20,VIIRS,l,2,312.97,0.91,D,0,116,542943278,Kerala GIDC,,industrial,,,905.24,0,3,11,0.905,0.04657293497363796,0.0498603909054647,-0.14629451395572665
22.83762,72.65168,343.24,0.53,0.42,2026-05-21,840,N20,VIIRS,l,2,315.81,11.67,D,0,191,661498589,,,industrial,,,2975.02,0,0,0,2.975,0.40539284053928404,0.030934444622535664,-0.4632139399806389
22.76736,72.29189,309.93,0.49,0.4,2026-05-21,2109,N20,VIIRS,n,2,297.58,0.93,N,0,155,651106993,,,industrial,,,2387.22,0,0,0,2.387,0.15594855305466238,0.2208777316236229,-0.2706921944035346
22.91299,72.44592,310.9,0.39,0.36,2026-05-22,2050,N20,VIIRS,n,2,298.49,0.68,N,0,245,871663118,,,,works,,309.83,2,6,13,0.31,0.21746880570409982,0.15613899613899615,-0.3326829268292683
23.01477,72.3363,312.2,0.39,0.36,2026-05-22,2050,N20,VIIRS,n,2,298.79,0.76,N,0,47,196518647,,,industrial,,,512.36,0,1,2,0.512,0.1383116883116883,0.05243243243243243,-0.1921115266916015
22.80524,72.28105,337.54,0.39,0.44,2026-05-23,803,N20,VIIRS,l,2,308.32,4.52,D,0,233,871656253,,,industrial,,,4996.56,0,0,0,4.997,0.19157963446475196,0.07616396761133604,-0.3305393586005831
22.88043,72.5886,334.56,0.71,0.75,2026-05-25,725,N20,VIIRS,n,2,299.93,2.49,D,0,157,653193649,,,industrial,,,363.91,2,7,12,0.364,0.36737980216241084,-0.07447577729573392,-0.451171875
22.86722,72.3024,335.37,0.42,0.61,2026-05-25,906,N20,VIIRS,n,2,304.1,1.41,D,0,242,871663114,,,industrial,,,5744.55,0,0,0,5.745,0.5053507728894173,-0.141363144608727,-0.507501786139557
22.94851,72.34847,337.81,0.42,0.61,2026-05-25,906,N20,VIIRS,l,2,308.23,4.08,D,0,330,920069485,,,,works,,6915.93,0,0,0,6.916,0.19960474308300397,0.17381244045188513,-0.3515920730349588
22.94888,72.35261,344.88,0.42,0.61,2026-05-25,906,N20,VIIRS,n,2,308.26,5.45,D,0,202,663551859,,,industrial,,,6890.51,0,0,0,6.891,0.33009956599438345,0.024344569288389514,-0.40053763440860213
23.05617,72.30385,354.04,0.42,0.61,2026-05-25,906,N20,VIIRS,n,2,308.4,8.38,D,0,273,908926071,,,,,generator,2543.45,0,0,0,2.543,0.22106604374601826,0.14776937898325182,-0.32702515578121394
22.9794,72.56454,315.95,0.4,0.6,2026-05-25,2134,N20,VIIRS,n,2,297.46,0.98,N,2,226,730859587,,,industrial,,,441.64,1,4,7,0.442,0.11763217809258791,0.1565483008781978,-0.24135993256532734
22.94755,72.34718,342.75,0.42,0.45,2026-05-26,847,N20,VIIRS,l,2,316.25,0.99,D,0,330,920069485,,,,works,,6854.71,0,0,0,6.855,0.3337631635503976,-0.03727227143573458,-0.4345815996301433
22.97136,72.29837,339.29,0.42,0.45,2026-05-26,847,N20,VIIRS,l,2,313.48,1.29,D,0,330,920069485,,,,works,,1236.52,0,0,3,1.237,0.27671097981290005,-0.012495119094103866,-0.37596179357919873
22.97887,72.56647,319.96,0.41,0.45,2026-05-26,2115,N20,VIIRS,n,2,299.42,1.2,N,2,226,730859587,,,industrial,,,236.15,1,3,7,0.236,0.04487917146144994,0.10424202564945742,-0.11365494685200327
22.81406,72.27465,344.82,0.39,0.36,2026-05-27,828,N20,VIIRS,l,2,319.21,3.15,D,0,233,871656253,,,industrial,,,6079.68,0,0,0,6.08,0.17892782548155026,0.17865804365400162,-0.30256410256410254
22.81517,72.28223,343.32,0.39,0.36,2026-05-27,828,N20,VIIRS,l,2,317.87,2.37,D,0,233,871656253,,,industrial,,,5541.87,0,0,0,5.542,0.1814876957494407,0.09596662030598054,-0.3406314453434872
22.88746,72.6228,344.81,0.4,0.37,2026-05-27,828,N20,VIIRS,l,2,319.54,8.97,D,0,158,653193650,,,industrial,,,2887.53,0,0,0,2.888,0.1722765710495772,0.11569731081926204,-0.3146150985496467
22.97866,72.56733,315.96,0.39,0.36,2026-05-27,2056,N20,VIIRS,n,2,300.19,0.54,N,2,226,730859587,,,industrial,,,146.93,1,2,7,0.147,0.0769927536231884,0.13809351214208046,-0.15943442223305704
22.97047,72.55386,316.45,0.48,0.4,2026-05-28,2038,N20,VIIRS,n,2,298.95,0.71,N,0,82,326674328,,,industrial,,,79.76,1,3,6,0.08,0.10780824785430186,0.16305551162422902,-0.2281271756788118
22.84821,72.34388,341.46,0.53,0.67,2026-05-30,912,N20,VIIRS,n,2,295.71,3.73,D,0,240,871663112,,,industrial,,,2152.14,0,0,0,2.152,0.1513816579895875,0.1449814126394052,-0.2979683972911964
23.09093,72.35571,337.41,0.54,0.68,2026-05-30,912,N20,VIIRS,n,2,295.83,2.72,D,0,314,920036345,,,industrial,,,4864.28,0,0,0,4.864,0.36442371752165226,0.05345863503312279,-0.4338389731621937
23.09496,72.35213,332.71,0.54,0.68,2026-05-30,912,N20,VIIRS,n,2,296.21,8.02,D,0,266,908926064,,,,,generator,5209.23,0,0,0,5.209,0.3028981790202616,0.14463714430038727,-0.38344226579520696
23.09537,72.35742,367.0,0.54,0.68,2026-05-30,912,N20,VIIRS,h,2,296.1,10.38,D,0,314,920036345,,,industrial,,,5307.47,0,0,0,5.307,0.1749819233550253,0.291321412996075,-0.28154574132492116
